id,index_number,status,case_title,plaintiff,defendant,court,case_type,filing_date,wage_theft_reason,search_keyword,source_url
1706,030968/2017,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York - v. - NESLIE CYRIN DBA CONVENIENCE DELI,Workers' Compensation Board of the State of New York,NESLIE CYRIN DBA CONVENIENCE DELI,Rockland County Supreme Court Workers Comp App for Judgement,,03/02/2017,keyword: 'compensation',Deli,DocumentList?docketId=u9sY_PLUS_XlYd4HkikB6Urajyg==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10
1707,031022/2024,Partial Participation Recorded Pre-RJI,NYS WORKERS COMPENSATION BOARD v. ECKERSON DELI CORP,NYS WORKERS COMPENSATION BOARD,ECKERSON DELI CORP,Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,02/22/2024,keyword: 'compensation',Deli,DocumentList?docketId=PYJfbTeZEEGYb7FWANx6LA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10
1708,031323/2026,Partial Participation Recorded Pre-RJI,NYS Workers Compensation Board v. DN DELICATESSEN INC-DBA et al,NYS Workers Compensation Board,DN DELICATESSEN INC-DBA et al,Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,02/18/2026,keyword: 'compensation',Deli,DocumentList?docketId=6D_PLUS_zKGP6eSc2dTm6bWdafQ==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10
1709,031368/2022,Partial Participation Recorded Pre-RJI,NYS Workers Compensation Board v. QUICK SHOP DELI GROCERY et al,NYS Workers Compensation Board,QUICK SHOP DELI GROCERY et al,Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,03/31/2022,keyword: 'compensation',Deli,DocumentList?docketId=aegWX7vAUjyRyTQA5n5gKg==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10
1710,031622/2025,Partial Participation Recorded Pre-RJI,NYS Workers Compensation Board v. KATHYS DELI CIOSOS LLC,NYS Workers Compensation Board,KATHYS DELI CIOSOS LLC,Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,03/13/2025,keyword: 'compensation',Deli,DocumentList?docketId=WIigInogdPwjyIPkkZeoKA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10
1711,031984/2021,Partial Participation Recorded Pre-RJI,NYS WORKERS COMPENSATION BOARD v. HICKORY FOOD MART & DELI INC,NYS WORKERS COMPENSATION BOARD,HICKORY FOOD MART & DELI INC,Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,04/15/2021,keyword: 'compensation',Deli,DocumentList?docketId=m_PLUS_h7PelFifZBIcU3PJx3cA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10
1712,032128/2021,Partial Participation Recorded Pre-RJI,NYS Workers Compensation Board v. SAMS CORNER DELI et al,NYS Workers Compensation Board,SAMS CORNER DELI et al,Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,04/22/2021,keyword: 'compensation',Deli,DocumentList?docketId=ncPGSyEzCK9kT9S9te3WCg==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10
1713,032428/2024,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs COCINA EXPRESS DELI INC,Workers' Compensation Board of the State of New York vs COCINA EXPRESS DELI INC,,Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,05/02/2024,keyword: 'compensation',Deli,DocumentList?docketId=bG5VraxN65kas3yjJYA5pw==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10
1714,032478/2025,Partial Participation Recorded Pre-RJI,"Workers' Compensation Board of the State of New York v. ECKERSON DELI CORP; AHMED MUBAREZ, PRESIDENT",Workers' Compensation Board of the State of New York,"ECKERSON DELI CORP; AHMED MUBAREZ, PRESIDENT",Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,04/17/2025,keyword: 'compensation',Deli,DocumentList?docketId=eLXGVb41gfbYUhDQrhbPeA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10
1715,033977/2018,Partial Participation Recorded Pre-RJI,NYS WORKERS COMPENSATION BOARD - v. - MAPLE FOOD MART AND DELI INC,NYS WORKERS COMPENSATION BOARD,MAPLE FOOD MART AND DELI INC,Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,07/12/2018,keyword: 'compensation',Deli,DocumentList?docketId=xWniZ4JHDm0HdIejPuPNZg==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10
1716,034040/2017,Partial Participation Recorded Pre-RJI,NYS WORKERS COMPENSATION BOARD - v. - PIT STOP DELI et al,NYS WORKERS COMPENSATION BOARD,PIT STOP DELI et al,Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,08/17/2017,keyword: 'compensation',Deli,DocumentList?docketId=Jx4yhpQegFOqaSaGEyA6lA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10
1717,034938/2021,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs BLACK BEAR DELI LLC,Workers' Compensation Board of the State of New York vs BLACK BEAR DELI LLC,,Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,08/19/2021,keyword: 'compensation',Deli,DocumentList?docketId=SwwA1h3NN8BeM0p7fUkI5w==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=11
1718,034942/2023,Partial Participation Recorded Pre-RJI,NYS WORKERS COMPENSATION BD v. DELI MAZARIEGO INC,NYS WORKERS COMPENSATION BD,DELI MAZARIEGO INC,Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,10/05/2023,keyword: 'compensation',Deli,DocumentList?docketId=NDj1DQcWASIkQxL4NHY7vQ==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=11
1719,035234/2024,Partial Participation Recorded Pre-RJI,NYS Workers' Compensation Board v. MAPLE DELI et al,NYS Workers' Compensation Board,MAPLE DELI et al,Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,08/22/2024,keyword: 'compensation',Deli,DocumentList?docketId=d5M9h0a_PLUS_q3XahZ7w4Bktpw==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=11
1720,035317/2024,Partial Participation Recorded Pre-RJI,NYS Workers Compensation BD v. Cespedes Grocery And Deli Inc et al,NYS Workers Compensation BD,Cespedes Grocery And Deli Inc et al,Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,08/26/2024,keyword: 'compensation',Deli,DocumentList?docketId=v7jVQ84T7_PLUS_4YBpJNzRH2ug==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=11
1721,036937/2021,Partial Participation Recorded Pre-RJI,NYS Workers Compensation Board v. LA MADRINA DELI RESTAURANT INC,NYS Workers Compensation Board,LA MADRINA DELI RESTAURANT INC,Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,12/30/2021,keyword: 'compensation',Deli,DocumentList?docketId=8ppDDtAcpfu1xAZDxHo31w==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=12
1722,037749/2024,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York v. RAILROAD AVENUE DELI & GROCERY INC et al,Workers' Compensation Board of the State of New York,RAILROAD AVENUE DELI & GROCERY INC et al,Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,12/20/2024,keyword: 'compensation',Deli,DocumentList?docketId=AH6RXBUHIPcOix1NvdGDdQ==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=12
1723,090000/2015,Approved for EF Pre-RJI,Workers' Compensation Board of the State of New York - v. - JACKSON LOZANO DBA LAS MEXICANITAS GROCERY & DELI,Workers' Compensation Board of the State of New York,JACKSON LOZANO DBA LAS MEXICANITAS GROCERY & DELI,Kings County Supreme Court Workers Comp App for Judgement,,01/12/2015,keyword: 'compensation',Deli,DocumentList?docketId=qT1/p47yYbnXtNVBMLTwTA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=12
1724,090002/2012,Approved for EF Pre-RJI,Workers' Compensation Board of the State of New York - v. - HATIM S SALEH DBA LEALY SUPER DELI,Workers' Compensation Board of the State of New York,HATIM S SALEH DBA LEALY SUPER DELI,Kings County Supreme Court Workers Comp App for Judgement,,01/05/2012,keyword: 'compensation',Deli,DocumentList?docketId=ox5hy96TE3eft0hobYZWSw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=12
1725,090004/2013,Approved for EF Pre-RJI,Workers' Compensation Board of the State of New York - v. - LITE & SWEET DELI INC,Workers' Compensation Board of the State of New York,LITE & SWEET DELI INC,Kings County Supreme Court Workers Comp App for Judgement,,02/08/2013,keyword: 'compensation',Deli,DocumentList?docketId=yuUtlHUDyv7QcZRKx8V_PLUS_Wg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=12
1726,090004/2024,Partial Participation Recorded Pre-RJI,"Workers' Compensation Board of the State of New York v. Johnson Gourmet Deli & Grill Inc; Rafik Almamlouh, President",Workers' Compensation Board of the State of New York,"Johnson Gourmet Deli & Grill Inc; Rafik Almamlouh, President",Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,01/03/2024,keyword: 'compensation',Deli,DocumentList?docketId=91W_PLUS_kPTSGWYFUD4Hfa_PLUS_3Vw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=12
1727,090005/2022,Partial Participation Recorded Pre-RJI,"Workers' Compensation Board of the State of New York v. 111 FRANKLIN DELI & GROCERY CORP; MANUEL TARES, PRESIDENT",Workers' Compensation Board of the State of New York,"111 FRANKLIN DELI & GROCERY CORP; MANUEL TARES, PRESIDENT",Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,01/06/2022,keyword: 'compensation',Deli,DocumentList?docketId=djJ5tZo/H/VPW5Df/dh/VA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=12
1728,090006/2021,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs MOZEB DELI INC,Workers' Compensation Board of the State of New York vs MOZEB DELI INC,,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,01/07/2021,keyword: 'compensation',Deli,DocumentList?docketId=9MCAdhflDT9lrpYxa/1vAg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=13
1729,090006/2023,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs 3596 S M DELI GROCERY CORP,Workers' Compensation Board of the State of New York vs 3596 S M DELI GROCERY CORP,,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,01/05/2023,keyword: 'compensation',Deli,DocumentList?docketId=XQkE4aoWQ8GBHPAfsCuYjQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=13
1730,090010/2022,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs ITZEL'S TAQUERIA DELI CORP,Workers' Compensation Board of the State of New York vs ITZEL'S TAQUERIA DELI CORP,,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,01/06/2022,keyword: 'compensation',Deli,DocumentList?docketId=YmTxwb12fQ_PLUS_WANfwnRa6Pw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=13
1731,090011/2011,Approved for EF Pre-RJI,Workers' Compensation Board of the State of New York - v. - E & E DELI GROCERY CORP,Workers' Compensation Board of the State of New York,E & E DELI GROCERY CORP,Kings County Supreme Court Workers Comp App for Judgement,,01/07/2011,keyword: 'compensation',Deli,DocumentList?docketId=nVpBg_PLUS_A2Q0qjzIwIcXCaig==&display=all&courtType=Kings County Supreme Court&resultsPageNum=13
1732,090012/2024,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs YAYA DELI AND GRILL INC,Workers' Compensation Board of the State of New York vs YAYA DELI AND GRILL INC,,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,01/04/2024,keyword: 'compensation',Deli,DocumentList?docketId=Eppbp6zeLecwtwsggeGhsg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=13
1733,090015/2015,Approved for EF Pre-RJI,Workers' Compensation Board of the State of New York - v. - HYGRADE DELI & GROCERY INC,Workers' Compensation Board of the State of New York,HYGRADE DELI & GROCERY INC,Kings County Supreme Court Workers Comp App for Judgement,,01/12/2015,keyword: 'compensation',Deli,DocumentList?docketId=gMa5G9XnhB/T8mEUfR82hw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=13
1734,090016/2018,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs BAGARI DELI GROCERY INC,Workers' Compensation Board of the State of New York vs BAGARI DELI GROCERY INC,,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,01/11/2018,keyword: 'compensation',Deli,DocumentList?docketId=NDRM0Z0ddmcyO50Idl_PLUS_yKQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=13
1735,090018/2012,Approved for EF Pre-RJI,Workers' Compensation Board of the State of New York - v. - 803 DELI FOOD CORP DBA FRIEND'S DELI,Workers' Compensation Board of the State of New York,803 DELI FOOD CORP DBA FRIEND'S DELI,Kings County Supreme Court Workers Comp App for Judgement,,01/05/2012,keyword: 'compensation',Deli,DocumentList?docketId=ZvmzkcyOV6xYoaO9ttnaQQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=13
1736,090018/2013,Approved for EF Pre-RJI,Workers' Compensation Board of the State of New York - v. - AMR A SAYDE DBA ABN DELI GROCERY,Workers' Compensation Board of the State of New York,AMR A SAYDE DBA ABN DELI GROCERY,Kings County Supreme Court Workers Comp App for Judgement,,02/08/2013,keyword: 'compensation',Deli,DocumentList?docketId=D2T87d7yVgR7FCA_PLUS_BJwryQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=13
1737,090019/2014,Approved for EF Pre-RJI,Workers' Compensation Board of the State of New York - v. - BROTHER'S DELI & CONVENIENT INC,Workers' Compensation Board of the State of New York,BROTHER'S DELI & CONVENIENT INC,Kings County Supreme Court Workers Comp App for Judgement,,01/03/2014,keyword: 'compensation',Deli,DocumentList?docketId=qV7_PLUS_hE2VZPvmTo5Czo4DlA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=13
1738,090021/2011,Approved for EF Pre-RJI,Workers' Compensation Board of the State of New York - v. - LUIS E RODRIGUEZ DBA KELVIN GROCERY DELI,Workers' Compensation Board of the State of New York,LUIS E RODRIGUEZ DBA KELVIN GROCERY DELI,Kings County Supreme Court Workers Comp App for Judgement,,01/07/2011,keyword: 'compensation',Deli,DocumentList?docketId=zYkGjpVYw2KCl6I3qw1ztw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=13
1739,090021/2014,Approved for EF Pre-RJI,Workers' Compensation Board of the State of New York - v. - JAMIE DELI INC,Workers' Compensation Board of the State of New York,JAMIE DELI INC,Kings County Supreme Court Workers Comp App for Judgement,,01/03/2014,keyword: 'compensation',Deli,DocumentList?docketId=ir1U7d3B9bpx2ijor40EtA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=13
1740,090023/2012,Approved for EF Pre-RJI,Workers' Compensation Board of the State of New York - v. - MELITONA PEREZ DBA PUEBLA DELI GROCERY,Workers' Compensation Board of the State of New York,MELITONA PEREZ DBA PUEBLA DELI GROCERY,Kings County Supreme Court Workers Comp App for Judgement,,01/05/2012,keyword: 'compensation',Deli,DocumentList?docketId=vMKeVmzHrC7J_PLUS_5hWpGZ7KQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=13
1741,090023/2025,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs JURI DELI INC,Workers' Compensation Board of the State of New York vs JURI DELI INC,,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,01/02/2025,keyword: 'compensation',Deli,DocumentList?docketId=SC1Y2Dp8qYMvr_PLUS_W69VOeuw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=13
1742,090028/2015,Approved for EF Pre-RJI,Workers' Compensation Board of the State of New York - v. - K & W DELI GROCERY CORP,Workers' Compensation Board of the State of New York,K & W DELI GROCERY CORP,Kings County Supreme Court Workers Comp App for Judgement,,01/12/2015,keyword: 'compensation',Deli,DocumentList?docketId=z_PLUS_8PDiXuXr6li3vUEtHxHg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=13
1743,090028/2018,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs HAMED DELI AND GROCERY INC,Workers' Compensation Board of the State of New York vs HAMED DELI AND GROCERY INC,,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,01/11/2018,keyword: 'compensation',Deli,DocumentList?docketId=_PLUS_B1nQn231ZRnqTVfYiPC9w==&display=all&courtType=Kings County Supreme Court&resultsPageNum=13
1744,090029/2008,Approved for EF Pre-RJI,Workers' Compensation Board of the State of New York vs A & P RESTAURANT AND DELI EQUIPMENT INC,Workers' Compensation Board of the State of New York vs A & P RESTAURANT AND DELI EQUIPMENT INC,,Kings County Supreme Court Workers Comp App for Judgement,,05/06/2008,keyword: 'compensation',Deli,DocumentList?docketId=X3jMKJOYZuq1sc3RD3heIg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=13
1745,090029/2011,Approved for EF Pre-RJI,Workers' Compensation Board of the State of New York - v. - FULTON EXPRESS DELI INC,Workers' Compensation Board of the State of New York,FULTON EXPRESS DELI INC,Kings County Supreme Court Workers Comp App for Judgement,,01/07/2011,keyword: 'compensation',Deli,DocumentList?docketId=mtYvcg2dn0At_PLUS_o8YFamoDQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=13
1746,090031/2022,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs ITZEL'S TAQUERIA DELI CORP,Workers' Compensation Board of the State of New York vs ITZEL'S TAQUERIA DELI CORP,,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,01/06/2022,keyword: 'compensation',Deli,DocumentList?docketId=tn_PLUS_FehFuBjKOrmDaWn/0cg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=13
1747,090032/2013,Approved for EF Pre-RJI,Workers' Compensation Board of the State of New York - v. - CESAR V POLANCO DBA M & C DELI GROCERY,Workers' Compensation Board of the State of New York,CESAR V POLANCO DBA M & C DELI GROCERY,Kings County Supreme Court Workers Comp App for Judgement,,02/08/2013,keyword: 'compensation',Deli,DocumentList?docketId=HeCcX26jBnnnaeznYAbZfw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=13
1748,090035/2017,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York - v. - PAK WATAN GROCERY & DELI CORP,Workers' Compensation Board of the State of New York,PAK WATAN GROCERY & DELI CORP,Kings County Supreme Court Workers Comp App for Judgement,,03/30/2017,keyword: 'compensation',Deli,DocumentList?docketId=WpFGFC2by/kfM34lPlLsIw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=13
1749,090035/2026,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs JOY BOY DELI & GRILL INCORPORATED,Workers' Compensation Board of the State of New York vs JOY BOY DELI & GRILL INCORPORATED,,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,01/01/2026,keyword: 'compensation',Deli,DocumentList?docketId=CRFnO46dmZRJEF6JeEvsvA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=13
1750,090036/2024,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs EXCELLENT DELI CORP DBA ZATAR,Workers' Compensation Board of the State of New York vs EXCELLENT DELI CORP DBA ZATAR,,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,01/04/2024,keyword: 'compensation',Deli,DocumentList?docketId=bfIgJkoRLZRHJscG70rK4g==&display=all&courtType=Kings County Supreme Court&resultsPageNum=13
1751,090037/2018,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs MUNCHIEZ DELI AND GROCERY INC,Workers' Compensation Board of the State of New York vs MUNCHIEZ DELI AND GROCERY INC,,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,01/11/2018,keyword: 'compensation',Deli,DocumentList?docketId=Qv7BXIuFeGpuwvAYtV7gQA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=13
1752,090037/2026,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs E & K DELI MARKET CORP,Workers' Compensation Board of the State of New York vs E & K DELI MARKET CORP,,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,01/01/2026,keyword: 'compensation',Deli,DocumentList?docketId=EFHoDnZjXVHjA0rgQ9ePKA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=13
1753,090039/2015,Approved for EF Pre-RJI,Workers' Compensation Board of the State of New York - v. - JABRAN DELI GROCERY INC,Workers' Compensation Board of the State of New York,JABRAN DELI GROCERY INC,Kings County Supreme Court Workers Comp App for Judgement,,01/12/2015,keyword: 'compensation',Deli,DocumentList?docketId=OcIWSBrTaXAPlyLiErPlmQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=14
1754,090040/2018,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs 580 BLANCO GROCERY DELI INC,Workers' Compensation Board of the State of New York vs 580 BLANCO GROCERY DELI INC,,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,01/11/2018,keyword: 'compensation',Deli,DocumentList?docketId=/klAlDCWlF9RbY5FffnVRA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=14
1755,090040/2021,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York v. 1249 GOURMET DELI INC,Workers' Compensation Board of the State of New York,1249 GOURMET DELI INC,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,01/12/2021,keyword: 'compensation',Deli,DocumentList?docketId=WtqldeKvf1SlMd9ab4nBUw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=14
1756,090041/2012,Approved for EF Pre-RJI,Workers' Compensation Board of the State of New York - v. - SAAD GROCERY DELI CORP,Workers' Compensation Board of the State of New York,SAAD GROCERY DELI CORP,Kings County Supreme Court Workers Comp App for Judgement,,01/05/2012,keyword: 'compensation',Deli,DocumentList?docketId=VaaMzlT_PLUS_MEzMy_PLUS_2bfj7k2Q==&display=all&courtType=Kings County Supreme Court&resultsPageNum=14
1757,090042/2011,Approved for EF Pre-RJI,Workers' Compensation Board of the State of New York - v. - SUMNER DELI & GROCERY INC,Workers' Compensation Board of the State of New York,SUMNER DELI & GROCERY INC,Kings County Supreme Court Workers Comp App for Judgement,,01/07/2011,keyword: 'compensation',Deli,DocumentList?docketId=uQDiWbzSGq1xwNeMN20GxA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=14
1758,090043/2020,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs BABA'S DELI INC,Workers' Compensation Board of the State of New York vs BABA'S DELI INC,,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,01/02/2020,keyword: 'compensation',Deli,DocumentList?docketId=eWvCHRZDtOFKStNWiaJF5g==&display=all&courtType=Kings County Supreme Court&resultsPageNum=14
1759,090044/2014,Approved for EF Pre-RJI,Workers' Compensation Board of the State of New York - v. - MAMI DELI GROCERY INC,Workers' Compensation Board of the State of New York,MAMI DELI GROCERY INC,Kings County Supreme Court Workers Comp App for Judgement,,01/03/2014,keyword: 'compensation',Deli,DocumentList?docketId=BYGGRkyP8l9APYIw3Z6nVg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=14
1760,090046/2021,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs BABA'S DELI INC,Workers' Compensation Board of the State of New York vs BABA'S DELI INC,,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,01/14/2021,keyword: 'compensation',Deli,DocumentList?docketId=3VFl2ukpth9mhuDd_PLUS_aAhug==&display=all&courtType=Kings County Supreme Court&resultsPageNum=14
1761,090050/2015,Approved for EF Pre-RJI,Workers' Compensation Board of the State of New York - v. - KAREN L FRANKLIN DBA BEST CHOICE DELI GROCERY & GRILL,Workers' Compensation Board of the State of New York,KAREN L FRANKLIN DBA BEST CHOICE DELI GROCERY & GRILL,Kings County Supreme Court Workers Comp App for Judgement,,01/12/2015,keyword: 'compensation',Deli,DocumentList?docketId=5WwIVhDD79cPVAp0bQ34gA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=14
1762,090050/2024,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs SKY DELI CORP,Workers' Compensation Board of the State of New York vs SKY DELI CORP,,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,01/04/2024,keyword: 'compensation',Deli,DocumentList?docketId=GHTV/0Z1Dm0rsIl6Rx2QnQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=14
1763,090055/2013,Approved for EF Pre-RJI,Workers' Compensation Board of the State of New York - v. - ATLANTIC DELI & GROCERY CORP,Workers' Compensation Board of the State of New York,ATLANTIC DELI & GROCERY CORP,Kings County Supreme Court Workers Comp App for Judgement,,02/08/2013,keyword: 'compensation',Deli,DocumentList?docketId=zKDAHxBFLIOrn6IqmdBRBw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=14
1764,090055/2024,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York v. Palen Deli Grill Corp; et al,Workers' Compensation Board of the State of New York,Palen Deli Grill Corp; et al,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,01/05/2024,keyword: 'compensation',Deli,DocumentList?docketId=m/iV_PLUS_b5/iuwbomj0KlP8/w==&display=all&courtType=Kings County Supreme Court&resultsPageNum=14
1765,090056/2014,Approved for EF Pre-RJI,Workers' Compensation Board of the State of New York - v. - D & N EXPRESS DELI CORP,Workers' Compensation Board of the State of New York,D & N EXPRESS DELI CORP,Kings County Supreme Court Workers Comp App for Judgement,,01/10/2014,keyword: 'compensation',Deli,DocumentList?docketId=cTegtmASQ0ACt/gXYimVpA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=14
1766,090059/2014,Approved for EF Pre-RJI,Workers' Compensation Board of the State of New York - v. - 21ST AVE GRILL & DELI CORP,Workers' Compensation Board of the State of New York,21ST AVE GRILL & DELI CORP,Kings County Supreme Court Workers Comp App for Judgement,,01/10/2014,keyword: 'compensation',Deli,DocumentList?docketId=qePG_PLUS_6MJHqh3hYQVjfT62g==&display=all&courtType=Kings County Supreme Court&resultsPageNum=14
1767,090059/2017,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York - v. - 2901 KS DELI GROCERY INC,Workers' Compensation Board of the State of New York,2901 KS DELI GROCERY INC,Kings County Supreme Court Workers Comp App for Judgement,,04/06/2017,keyword: 'compensation',Deli,DocumentList?docketId=LflLZ4Ekl4pGP8zEaHxpSw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=14
1768,090060/2011,Approved for EF Pre-RJI,Workers' Compensation Board of the State of New York - v. - GO EXPRESS DELI INC,Workers' Compensation Board of the State of New York,GO EXPRESS DELI INC,Kings County Supreme Court Workers Comp App for Judgement,,01/14/2011,keyword: 'compensation',Deli,DocumentList?docketId=w3onc_PLUS_gRx95qrZvGijk6WA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=14
1769,090061/2010,Approved for EF Pre-RJI,Workers' Compensation Board of the State of New York - v. - B & B DELI GROCERY INC,Workers' Compensation Board of the State of New York,B & B DELI GROCERY INC,Kings County Supreme Court Workers Comp App for Judgement,,01/21/2010,keyword: 'compensation',Deli,DocumentList?docketId=s854zqlnR/alOn7LkBKH0A==&display=all&courtType=Kings County Supreme Court&resultsPageNum=14
1770,090064/2011,Approved for EF Pre-RJI,Workers' Compensation Board of the State of New York - v. - ZAID H. YAFAI DBA BAY STOP DELI,Workers' Compensation Board of the State of New York,ZAID H. YAFAI DBA BAY STOP DELI,Kings County Supreme Court Workers Comp App for Judgement,,01/14/2011,keyword: 'compensation',Deli,DocumentList?docketId=ytHe0MzpOXtMqNbPARDUng==&display=all&courtType=Kings County Supreme Court&resultsPageNum=14
