id,index_number,status,case_title,plaintiff,defendant,court,case_type,filing_date,wage_theft_reason,search_keyword,source_url
1,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York vs EL PUNTO BORICUA RESTAURANT INC,Workers' Compensation Board of the State of New York vs EL PUNTO BORICUA RESTAURANT INC,,Erie County Supreme Court Other Matters - Workers Comp App for Judgment,,04/09/2026,keyword: 'compensation',Restaurant,DocumentList?docketId=PbHhsU5mtNkUc9dJonOArQ==&display=all&courtType=Erie County Supreme Court&resultsPageNum=1
2,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York vs KABAYAN RESTAURANT & BAKERY INC,Workers' Compensation Board of the State of New York vs KABAYAN RESTAURANT & BAKERY INC,,Queens County Supreme Court Other Matters - Workers Comp App for Judgment,,04/09/2026,keyword: 'compensation',Restaurant,DocumentList?docketId=O7//6TPWnIeyNPBNdYHSaQ==&display=all&courtType=Queens County Supreme Court&resultsPageNum=1
3,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York v. NIAGARA COMO RESTAURANT LLC,Workers' Compensation Board of the State of New York,NIAGARA COMO RESTAURANT LLC,Niagara County Supreme Court Other Matters - Workers Comp App for Judgment,,03/31/2026,keyword: 'compensation',Restaurant,DocumentList?docketId=vBCsbEB6k6eDSsC29c_PLUS_buQ==&display=all&courtType=Niagara County Supreme Court&resultsPageNum=1
4,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York v. 3873 NY 9L LLC DBA EAST COVE RESTAURANT,Workers' Compensation Board of the State of New York,3873 NY 9L LLC DBA EAST COVE RESTAURANT,Warren County Supreme Court Other Matters - Workers Comp App for Judgment,,12/10/2025,keyword: 'compensation',Restaurant,DocumentList?docketId=r55u4D4pBm1WLTUxHiTbjg==&display=all&courtType=Warren County Supreme Court&resultsPageNum=1
5,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York vs MELANIE'S ROTI & GRILL RESTAURANT INC,Workers' Compensation Board of the State of New York vs MELANIE'S ROTI & GRILL RESTAURANT INC,,Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,10/23/2025,keyword: 'compensation',Restaurant,DocumentList?docketId=jkmiTfVSdtE7S7cQUQZkJg==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=1
6,Not Assigned,Waiting for Index Number Pre-RJI,NYC Department of Consumer and Worker Protection v. 127 Westchester Sq Restaurant LLC,NYC Department of Consumer and Worker Protection,127 Westchester Sq Restaurant LLC,Bronx County Supreme Court Other Matters - Contract - Other,,08/14/2024,keyword: 'worker',Restaurant,DocumentList?docketId=9UmfSvRKFoI9Dn6_PLUS_T2smvA==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=3
7,Not Assigned,Waiting for Index Number Pre-RJI,NYC Department of Consumer & Worker Protection v. 127 Westchester Sq Restaurant LLC,NYC Department of Consumer & Worker Protection,127 Westchester Sq Restaurant LLC,Bronx County Supreme Court Other Matters - Contract - Other,,08/13/2024,keyword: 'worker',Restaurant,DocumentList?docketId=nzFiBVuSlLZVaGRVWo7/qQ==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=3
8,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York vs LAYLA'S AUTHENTIC SPANISH RESTAURANT LLC,Workers' Compensation Board of the State of New York vs LAYLA'S AUTHENTIC SPANISH RESTAURANT LLC,,Onondaga County Supreme Court Other Matters - Workers Comp App for Judgment,,08/08/2024,keyword: 'compensation',Restaurant,DocumentList?docketId=LeztOvulnLJxaMzewCisUA==&display=all&courtType=Onondaga County Supreme Court&resultsPageNum=3
9,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York v. LA RUBIA RESTAURANT INC DBA EL NUEVO TROPICAL RESTAURANT et al,Workers' Compensation Board of the State of New York,LA RUBIA RESTAURANT INC DBA EL NUEVO TROPICAL RESTAURANT et al,New York County Supreme Court Other Matters - Workers Comp App for Judgment,,03/28/2024,keyword: 'compensation',Restaurant,DocumentList?docketId=r6FtZId7GjBlLf8K4E7xew==&display=all&courtType=New York County Supreme Court&resultsPageNum=4
10,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York v. EL PATRON RESTAURANT BAR,Workers' Compensation Board of the State of New York,EL PATRON RESTAURANT BAR,Suffolk County Supreme Court Other Matters - Workers Comp App for Judgment,,02/22/2024,keyword: 'compensation',Restaurant,DocumentList?docketId=Cp1jYSMqROgF5ivAL9ZqgA==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=4
11,Not Assigned,Waiting for Index Number Pre-RJI,"Workers' Compensation Board of the State of New York v. POLLOS MIA CORP DAB SAZON & SABORES RESTAURANT, JOAN MENDEZ (MR), PRESIDENT",Workers' Compensation Board of the State of New York,"POLLOS MIA CORP DAB SAZON & SABORES RESTAURANT, JOAN MENDEZ (MR), PRESIDENT",Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,02/20/2024,keyword: 'compensation',Restaurant,DocumentList?docketId=1nBigMIXW4GNJaBVdaf4rA==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=4
12,Not Assigned,Waiting for Index Number Pre-RJI,New York City Department of Consumer and Worker Protection v. 127 Westchester Sq Restaurant et al,New York City Department of Consumer and Worker Protection,127 Westchester Sq Restaurant et al,New York County Supreme Court Other Matters - Contract - Other,,12/18/2023,keyword: 'worker',Restaurant,DocumentList?docketId=qvdHezJIhEe2GN5HjUafBA==&display=all&courtType=New York County Supreme Court&resultsPageNum=4
13,Not Assigned,Waiting for Index Number Pre-RJI,"ATIPANA CREDIT OPPORTUNITY FUND I, LP v. ELZ Restaurant Group LLC dba Bardo et al","ATIPANA CREDIT OPPORTUNITY FUND I, LP",ELZ Restaurant Group LLC dba Bardo et al,Kings County Supreme Court Commercial - Contract,,08/15/2023,keyword: 'tip',Restaurant,DocumentList?docketId=qX92Dp2M6GeimnDsjqQCtA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=4
14,Not Assigned,Waiting for Index Number Pre-RJI,"Workers' Compensation Board of the State of New York v. EL GRAND CHEF RESTAURANT & PIZZZERIA INC; AMADO ROMERO, PRESIDENT",Workers' Compensation Board of the State of New York,"EL GRAND CHEF RESTAURANT & PIZZZERIA INC; AMADO ROMERO, PRESIDENT",Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,06/28/2023,keyword: 'compensation',Restaurant,DocumentList?docketId=ZaCPwh1qfX/XjaKnZKrwjw==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=5
15,Not Assigned,Waiting for Index Number Pre-RJI,"Workers' Compensation Board of the State of New York v. DTS RESTAURANT CORP; THOMAS SQUADRITO, PRESIDENT",Workers' Compensation Board of the State of New York,"DTS RESTAURANT CORP; THOMAS SQUADRITO, PRESIDENT",Onondaga County Supreme Court Other Matters - Workers Comp App for Judgment,,01/11/2023,keyword: 'compensation',Restaurant,DocumentList?docketId=qhFlnDGbX2bb31ZfYSFEyQ==&display=all&courtType=Onondaga County Supreme Court&resultsPageNum=5
16,Not Assigned,Waiting for Index Number Pre-RJI,"Workers' Compensation Board of the State of New York v. MI MEXICO BAR RESTAURANT CORP; ENEDINA MAGDALENO, PRESIDENT et al",Workers' Compensation Board of the State of New York,"MI MEXICO BAR RESTAURANT CORP; ENEDINA MAGDALENO, PRESIDENT et al",Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,10/13/2022,keyword: 'compensation',Restaurant,DocumentList?docketId=uUAQRPia3IM3p3Jj3gx/kg==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=5
17,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York v. ROSE IN BLOOM RESTAURANT GROUP LLC DBA UNION BLOCK ITALIAN BISTRO,Workers' Compensation Board of the State of New York,ROSE IN BLOOM RESTAURANT GROUP LLC DBA UNION BLOCK ITALIAN BISTRO,Steuben County Supreme Court Other Matters - Workers Comp App for Judgment,,06/28/2022,keyword: 'compensation',Restaurant,DocumentList?docketId=wMnPeqzSzlvFSwesVjYuug==&display=all&courtType=Steuben County Supreme Court&resultsPageNum=6
18,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York vs CHERYL ZAMMIELLO & RICHARD GOODMAN DBA THE TRACKSIDE RESTAURANT,Workers' Compensation Board of the State of New York vs CHERYL ZAMMIELLO & RICHARD GOODMAN DBA THE TRACKSIDE RESTAURANT,,Oneida County Supreme Court Other Matters - Workers Comp App for Judgment,,06/17/2022,keyword: 'compensation',Restaurant,DocumentList?docketId=kwAj66gxblIiS_PLUS_YraKk/9Q==&display=all&courtType=Oneida County Supreme Court&resultsPageNum=6
19,Not Assigned,Waiting for Index Number Pre-RJI,"Workers' Compensation Board of the State of New York v. Silhouette Restaurant Lounge Corp; Victor Sanchez, President et al",Workers' Compensation Board of the State of New York,"Silhouette Restaurant Lounge Corp; Victor Sanchez, President et al",Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,05/13/2022,keyword: 'compensation',Restaurant,DocumentList?docketId=_PLUS_mVaFvD7Pa9CaVjI0Lymng==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=6
20,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York vs JR PRIMOS RESTAURANT CORP,Workers' Compensation Board of the State of New York vs JR PRIMOS RESTAURANT CORP,,Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,03/31/2022,keyword: 'compensation',Restaurant,DocumentList?docketId=qXXhy6i3IbB8HNNsh1zMKA==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=6
21,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York v. DEAN'S DINER LTD DBA SEVEN STARS RESTAURANT,Workers' Compensation Board of the State of New York,DEAN'S DINER LTD DBA SEVEN STARS RESTAURANT,Putnam County Supreme Court Other Matters - Workers Comp App for Judgment,,03/10/2022,keyword: 'compensation',Restaurant,DocumentList?docketId=vC0EZiK3yEm0ojelm/e10Q==&display=all&courtType=Putnam County Supreme Court&resultsPageNum=6
22,Not Assigned,Waiting for Index Number Pre-RJI,"Workers' Compensation Board of the State of New York v. El Barril Restaurant & Lounge Corp; Luis Medina, President et al",Workers' Compensation Board of the State of New York,"El Barril Restaurant & Lounge Corp; Luis Medina, President et al",Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,01/07/2022,keyword: 'compensation',Restaurant,DocumentList?docketId=CJoVSZ1QuH9VpAC4R66q_PLUS_A==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=6
23,Not Assigned,Waiting for Index Number Pre-RJI,"Workers' Compensation Board of the State of New York v. 1524 El Carboncito Restaurant Inc; Delfino Hernandez, President et al",Workers' Compensation Board of the State of New York,"1524 El Carboncito Restaurant Inc; Delfino Hernandez, President et al",Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,10/22/2021,keyword: 'compensation',Restaurant,DocumentList?docketId=_PLUS_FnsJNZOitNZbAn3/b3CMg==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=6
24,Not Assigned,Waiting for Index Number Pre-RJI,"Workers' Compensation Board of the State of New York v. BNG ASSOCIATES INC DBA GEORGE WITE RESTAURANT, BELSSON VERGHESE, PRESIDENT",Workers' Compensation Board of the State of New York,"BNG ASSOCIATES INC DBA GEORGE WITE RESTAURANT, BELSSON VERGHESE, PRESIDENT",Westchester County Supreme Court Other Matters - Workers Comp App for Judgment,,08/18/2021,keyword: 'compensation',Restaurant,DocumentList?docketId=WYwm8GwH_PLUS_JVbwrSXvQxQ3A==&display=all&courtType=Westchester County Supreme Court&resultsPageNum=6
25,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York vs OUTSIDE LOOKING IN RESTAURANT LOUNGE INC,Workers' Compensation Board of the State of New York vs OUTSIDE LOOKING IN RESTAURANT LOUNGE INC,,Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,06/24/2021,keyword: 'compensation',Restaurant,DocumentList?docketId=KXNzZRwqlUtnIRQnp5Es2g==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=7
26,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York vs NEW JALAPENO RESTAURANT CORP.,Workers' Compensation Board of the State of New York vs NEW JALAPENO RESTAURANT CORP.,,Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,06/17/2021,keyword: 'compensation',Restaurant,DocumentList?docketId=G9qWlYpTUIK8KBkc7TnROg==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=7
27,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York vs PINONES BEACH RESTAURANT CORP DBA PR SAZON,Workers' Compensation Board of the State of New York vs PINONES BEACH RESTAURANT CORP DBA PR SAZON,,Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,06/10/2021,keyword: 'compensation',Restaurant,DocumentList?docketId=wHn5XbrD9iVkO/IHzvpMSg==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=7
28,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York vs LA FE BAKERY & RESTAURANT CORP,Workers' Compensation Board of the State of New York vs LA FE BAKERY & RESTAURANT CORP,,New York County Supreme Court Other Matters - Workers Comp App for Judgment,,05/20/2021,keyword: 'compensation',Restaurant,DocumentList?docketId=qjcFJ2rR9NYnFzmRkvP5Aw==&display=all&courtType=New York County Supreme Court&resultsPageNum=7
29,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York vs JUANITO RESTAURANT CORP,Workers' Compensation Board of the State of New York vs JUANITO RESTAURANT CORP,,Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,04/22/2021,keyword: 'compensation',Restaurant,DocumentList?docketId=ZdNcvFbe8KtnapXEj_PLUS_4rTg==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=7
30,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York vs LA ESMERALDA RESTAURANT CORP DBA ESTRELLITA POBLANA,Workers' Compensation Board of the State of New York vs LA ESMERALDA RESTAURANT CORP DBA ESTRELLITA POBLANA,,Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,04/15/2021,keyword: 'compensation',Restaurant,DocumentList?docketId=01qsW4usBTqnkgt4R8lGsQ==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=7
31,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York vs LAS MARAVILLAS DE MEXICO RESTAURANT CORP,Workers' Compensation Board of the State of New York vs LAS MARAVILLAS DE MEXICO RESTAURANT CORP,,Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,03/25/2021,keyword: 'compensation',Restaurant,DocumentList?docketId=A4KeUpHtO1HQ3bmGiRKUmw==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=7
32,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York vs EL NUEVO SAZON RESTAURANT CORP DBA 2233 STEVEN RESTAURANT,Workers' Compensation Board of the State of New York vs EL NUEVO SAZON RESTAURANT CORP DBA 2233 STEVEN RESTAURANT,,Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,03/25/2021,keyword: 'compensation',Restaurant,DocumentList?docketId=I7T4Nevob0b8o8DdZiJ7wA==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=7
33,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York vs LECHONERA DOMINICANA RESTAURANT CORP,Workers' Compensation Board of the State of New York vs LECHONERA DOMINICANA RESTAURANT CORP,,Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,03/18/2021,keyword: 'compensation',Restaurant,DocumentList?docketId=JUu2N2USNeEYlTLyeTUKhw==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=7
34,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York vs 1789 RESTAURANT CORP DBA BLU RESTAURANT LOUNGE,Workers' Compensation Board of the State of New York vs 1789 RESTAURANT CORP DBA BLU RESTAURANT LOUNGE,,Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,03/11/2021,keyword: 'compensation',Restaurant,DocumentList?docketId=ys4pWkKFJLq0gJAmGSDOfw==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=7
35,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York vs EL GRAND CHEF RESTAURANT & PIZZERIA INC,Workers' Compensation Board of the State of New York vs EL GRAND CHEF RESTAURANT & PIZZERIA INC,,Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,03/04/2021,keyword: 'compensation',Restaurant,DocumentList?docketId=z0GacvmYURjt17An10bBDg==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=7
36,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York vs EL CLUB VALLE RESTAURANT CORP,Workers' Compensation Board of the State of New York vs EL CLUB VALLE RESTAURANT CORP,,Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,03/04/2021,keyword: 'compensation',Restaurant,DocumentList?docketId=BpxRz5ICvy0KaNnI7Ws6XQ==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=7
37,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York vs DUMBO RESTAURANT CORP DBA GRIMALDI'S,Workers' Compensation Board of the State of New York vs DUMBO RESTAURANT CORP DBA GRIMALDI'S,,Kings County Supreme Court Other Matters - Workers Comp App for Judgment,,02/11/2021,keyword: 'compensation',Restaurant,DocumentList?docketId=h0n4C572iV52MOpCyQra4Q==&display=all&courtType=Kings County Supreme Court&resultsPageNum=8
38,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York vs YO SOY TU COCINA RESTAURANT INC,Workers' Compensation Board of the State of New York vs YO SOY TU COCINA RESTAURANT INC,,Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,12/31/2020,keyword: 'compensation',Restaurant,DocumentList?docketId=XLA17tgj22CNa/wQgYjaFA==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=8
39,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York vs JOHN & JOE'S RESTAURANT CORP DBA LAST STOP BAR & GRILL,Workers' Compensation Board of the State of New York vs JOHN & JOE'S RESTAURANT CORP DBA LAST STOP BAR & GRILL,,Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,11/26/2020,keyword: 'compensation',Restaurant,DocumentList?docketId=F2h0rZqszMeayb_PLUS_KSuj5MA==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=8
40,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York vs V & V RESTAURANT INC,Workers' Compensation Board of the State of New York vs V & V RESTAURANT INC,,Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,11/12/2020,keyword: 'compensation',Restaurant,DocumentList?docketId=RJorSEuQO0VfKojkreBzXw==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=8
41,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York vs SHORKEY'S INC DBA SHORKEY'S RESTAURANT TECHNOLOGIES,Workers' Compensation Board of the State of New York vs SHORKEY'S INC DBA SHORKEY'S RESTAURANT TECHNOLOGIES,,Lewis County Supreme Court Other Matters - Workers Comp App for Judgment,,09/03/2020,keyword: 'compensation',Restaurant,DocumentList?docketId=/0M0IT_PLUS_TtsgCZRMRE7hUNQ==&display=all&courtType=Lewis County Supreme Court&resultsPageNum=8
42,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York v. NIAGARA LONESTAR GROUP LLC DBA NIC-L-INN RESTAURANT,Workers' Compensation Board of the State of New York,NIAGARA LONESTAR GROUP LLC DBA NIC-L-INN RESTAURANT,Chautauqua County Supreme Court Other Matters - Workers Comp App for Judgment,,03/02/2020,keyword: 'compensation',Restaurant,DocumentList?docketId=dTjIbKy1uQIali7hA7X5JQ==&display=all&courtType=Chautauqua County Supreme Court&resultsPageNum=8
43,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York vs EL NUEVO SAZON RESTAURANT CORP DBA 2233 STEVEN RESTAURANT,Workers' Compensation Board of the State of New York vs EL NUEVO SAZON RESTAURANT CORP DBA 2233 STEVEN RESTAURANT,,Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,01/09/2020,keyword: 'compensation',Restaurant,DocumentList?docketId=VxVPd5AylgSqhr1fnMiBcw==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=8
44,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York vs EL CLUB VALLE RESTAURANT CORP,Workers' Compensation Board of the State of New York vs EL CLUB VALLE RESTAURANT CORP,,Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,12/26/2019,keyword: 'compensation',Restaurant,DocumentList?docketId=9o_PLUS_0eArwRVgg6JIkJD8Xjw==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=9
45,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York vs LA NUEVA SABROSURA RESTAURANT INC,Workers' Compensation Board of the State of New York vs LA NUEVA SABROSURA RESTAURANT INC,,Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,12/12/2019,keyword: 'compensation',Restaurant,DocumentList?docketId=dotUOngl/sQO9XNZDgShkA==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=9
46,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York - v. - CAFE RESTAURANT CORP,Workers' Compensation Board of the State of New York,CAFE RESTAURANT CORP,Suffolk County Supreme Court Other Matters - Workers Comp App for Judgment,,11/08/2017,keyword: 'compensation',Restaurant,DocumentList?docketId=V38X84ohmmo/rZbBC_PLUS_YM7A==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=12
47,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York - v. - East 61st Restaurant Corp.,Workers' Compensation Board of the State of New York,East 61st Restaurant Corp.,New York County Supreme Court Workers Comp App for Judgement,,06/12/2015,keyword: 'compensation',Restaurant,DocumentList?docketId=kjYsXJ/MyFlCdCinDew5sA==&display=all&courtType=New York County Supreme Court&resultsPageNum=16
48,000268/2023,Partial Participation Recorded Pre-RJI,"Workers' Compensation Board of the State of New York v. DTS RESTAURANT CORP; THOMAS SQUADRITO, PRESIDENT",Workers' Compensation Board of the State of New York,"DTS RESTAURANT CORP; THOMAS SQUADRITO, PRESIDENT",Onondaga County Supreme Court Other Matters - Workers Comp App for Judgment,,12/29/2022,keyword: 'compensation',Restaurant,DocumentList?docketId=uD631JP7VW5JEweNqVfVJg==&display=all&courtType=Onondaga County Supreme Court&resultsPageNum=20
49,000503-2024,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs BORIKEN RESTAURANT LLC,Workers' Compensation Board of the State of New York vs BORIKEN RESTAURANT LLC,,Livingston County Supreme Court Other Matters - Workers Comp App for Judgment,,06/27/2024,keyword: 'compensation',Restaurant,DocumentList?docketId=WU7uyoaoN62T0X18alPRjg==&display=all&courtType=Livingston County Supreme Court&resultsPageNum=20
50,000559-2019,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs MARIA TSOUKALOS DBA GENESEO FAMILY RESTAURANT,Workers' Compensation Board of the State of New York vs MARIA TSOUKALOS DBA GENESEO FAMILY RESTAURANT,,Livingston County Supreme Court Other Matters - Workers Comp App for Judgment,,06/27/2019,keyword: 'compensation',Restaurant,DocumentList?docketId=XTZ8X21TKTdLEavbDFOqOw==&display=all&courtType=Livingston County Supreme Court&resultsPageNum=20
51,000955/2025,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs N & R RESTAURANT GROUP INC,Workers' Compensation Board of the State of New York vs N & R RESTAURANT GROUP INC,,Onondaga County Supreme Court Other Matters - Workers Comp App for Judgment,,01/30/2025,keyword: 'compensation',Restaurant,DocumentList?docketId=hOX_PLUS_vhtClOgkDjz8rEOT4A==&display=all&courtType=Onondaga County Supreme Court&resultsPageNum=21
52,001690/2022,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs SUMERA RESTAURANT LLC,Workers' Compensation Board of the State of New York vs SUMERA RESTAURANT LLC,,Onondaga County Supreme Court Other Matters - Workers Comp App for Judgment,,03/10/2022,keyword: 'compensation',Restaurant,DocumentList?docketId=RSE2Q1Anr2ly/O7vsjI/Xg==&display=all&courtType=Onondaga County Supreme Court&resultsPageNum=21
53,002656/2020,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs HULLAR'S RESTAURANT INC,Workers' Compensation Board of the State of New York vs HULLAR'S RESTAURANT INC,,Onondaga County Supreme Court Other Matters - Workers Comp App for Judgment,,03/12/2020,keyword: 'compensation',Restaurant,DocumentList?docketId=D4csi/bDVdjJxwiZZVsYwg==&display=all&courtType=Onondaga County Supreme Court&resultsPageNum=21
54,002871/2025,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs VALIS GOLDEN APPLE RESTAURANT INC,Workers' Compensation Board of the State of New York vs VALIS GOLDEN APPLE RESTAURANT INC,,Onondaga County Supreme Court Other Matters - Workers Comp App for Judgment,,03/20/2025,keyword: 'compensation',Restaurant,DocumentList?docketId=qgmQr9/REGmf50MOFCJpQA==&display=all&courtType=Onondaga County Supreme Court&resultsPageNum=22
55,003856/2021,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs VALIS GOLDEN APPLE RESTAURANT INC,Workers' Compensation Board of the State of New York vs VALIS GOLDEN APPLE RESTAURANT INC,,Onondaga County Supreme Court Other Matters - Workers Comp App for Judgment,,04/22/2021,keyword: 'compensation',Restaurant,DocumentList?docketId=A_PLUS_GEBxrxMwjjENFocU4LNA==&display=all&courtType=Onondaga County Supreme Court&resultsPageNum=22
56,008480/2020,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs EDWARD S WITHERS DBA EXCLUSIVES BAR AND RESTAURANT,Workers' Compensation Board of the State of New York vs EDWARD S WITHERS DBA EXCLUSIVES BAR AND RESTAURANT,,Onondaga County Supreme Court Other Matters - Workers Comp App for Judgment,,12/10/2020,keyword: 'compensation',Restaurant,DocumentList?docketId=2AZfQ3NZ/aSOETFP/QWUHg==&display=all&courtType=Onondaga County Supreme Court&resultsPageNum=23
57,009144/2019,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs OLE OLE RESTAURANT INC,Workers' Compensation Board of the State of New York vs OLE OLE RESTAURANT INC,,Onondaga County Supreme Court Other Matters - Workers Comp App for Judgment,,10/03/2019,keyword: 'compensation',Restaurant,DocumentList?docketId=Ghn6mvLqgeQcaGioMQ/f2g==&display=all&courtType=Onondaga County Supreme Court&resultsPageNum=23
58,010250/2022,Partial Participation Recorded Pre-RJI,"Workers' Compensation Board of the State of New York v. VALIS GOLDEN APPLE RESTAURANT INC; MELANIE VILARDI, PRESIDENT",Workers' Compensation Board of the State of New York,"VALIS GOLDEN APPLE RESTAURANT INC; MELANIE VILARDI, PRESIDENT",Onondaga County Supreme Court Other Matters - Workers Comp App for Judgment,,12/12/2022,keyword: 'compensation',Restaurant,DocumentList?docketId=6qJVgUrNckx/IQBMUXniCA==&display=all&courtType=Onondaga County Supreme Court&resultsPageNum=23
